path,manual_transcript,keyword,source,predict
/home/v2129375/dataset/catslu_test/data/video/audios/f5e6d7077e5d7ed19d3e07cc3fcaddbf_59c474803327930c5d000067.wav,我要播放汪汪队,汪汪队,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/4403444eb9692139286f2defd41c4356_59b1364e3327930c5c000071.wav,我想看小猪佩奇,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/ad47374995315de5bd4b593e9aea5c2e_59b92c483327930c4a000102.wav,我想看熊出没,熊出没,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/4784d1304d00bff6d7b34f76693c13bc_59b66db333279302590000cb.wav,播放小星星,小星星,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/05fbbd023f88a2481418ae5568f26111_59a92a0a3327930c36000015.wav,你想看哪一个非凡公主,非凡公主,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/da7c0c2aa8f41b325d7e85878e802be1_59b0d7173327930ccb00003a.wav,播放三生三世十里桃花第六集,三生三世十里桃花,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/41556d75eb1f30829c3c70f3513b5f43_59ca00db3327930c27000011.wav,放小龙人,小龙人,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8da65012afb1101cae74263f39686333_59a91e9b3327930c68000191.wav,我想看楚乔传,楚乔传,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8a3fc8d7f524bfbe42149adb55d71fe2_59bf1ef53327930c6800005b.wav,加勒比海盗五,加勒比海盗五,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7f1a4934a67226a17e4442085b7ae4cf_59c0e1193327930c3f000035.wav,请看一下小猪佩奇的动画片我想看我想看小猪佩奇的可以了,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/de2416e3a8edefbf94cec3f013a28f7e_59b23cf8332793105000000d.wav,我想看大秦帝国,大秦帝国,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/36d677c480e3ad8736d335cc7bcbeae1_59cf66c2332793091d00000b.wav,我的前半生第十三集,我的前半生,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5e3ad8a913a631384125afcf4cbd9670_59cce58a8b68790037000007.wav,宝宝生活好习惯,宝宝生活好习惯,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e49fe4b8cc873d33f0afb0b8e184f594_59c054b33327930c5c000023.wav,兔小贝儿歌第四集,兔小贝儿歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f32a2318bdcb0fd744d9c86eaec0a329_59bf3b043327930c4d0000fb.wav,小乐放个黑猫警长,黑猫警长,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/565d5c891412f456447e16df5e51eb35_59c8f2e33327930c30000026.wav,猪小妹,猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7e246bc0a23e479b960dfe750ef566b4_59bf6c383327931308000008.wav,播放人民的名义第三集,人民的名义,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/057147b06c20fa02c223c684b6b85458_59bf47983327930c2700001b.wav,我们想看数鸭歌,数鸭歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/b8499d97f7f7eee6ccc2dcf8aed841e9_59b09e313327930c45000014.wav,小乐你好我要看动画片猫和老鼠,猫和老鼠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/edfbf145e293d1c064258b3d40665eda_59bd36ef3327930c42000014.wav,我想看汪汪队,汪汪队,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/919fe489e621885c821b56e8900e5e9e_59ae4f2333279308da000013.wav,播放三生三世十里桃花第五集,三生三世十里桃花,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/2694380cb306595653a8af396140b194_59cdc3d13327930912000007.wav,播放人民的名义第五集,人民的名义,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/9f7887c21cebb248b5b103d36fbba68c_59c1ab383327930c3200005d.wav,播放粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/7ad0c6d6912f52c70e5399815f1bfa33_59c06cd03327930c4700000b.wav,我要看粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c312b298986df6e3e316430f1d417d50_59c3c73a3327930e010005ca.wav,我要看猫和老鼠动画片,猫和老鼠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/22fe0c5c7ab3fd7d29735a44a22cf059_59c5c82d3327930c3c00001f.wav,小乐播放数鸭子,数鸭子,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5291d6db123da6b7415557151d035a60_59a9306c3327930c4000000d.wav,播放粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/978505c10622fc1b33979eeb87d6fa79_59bb98593327930916000005.wav,我要看战狼,战狼,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/b5dc9c748ac5b43344f9c0210b5de984_59abc1803327930296000014.wav,播放艾利之书,艾利之书,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/43bf41f5cd8a0a2fe43beb60b372623d_59b7726a3327930c4900000d.wav,我要看千与千寻,千与千寻,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/a1849fc9480453e1fbf453ee072be83a_59c4e5093327930c43000009.wav,我们想看开心儿歌数鸭子,开心儿歌数鸭子,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/2d13e6866479e87dc8fce225a590c2fb_59b0d9e63327930c2a000011.wav,小乐播放宝宝巴士,宝宝巴士,video,music
/home/v2129375/dataset/catslu_test/data/video/audios/33d032cb675f50b7d44655dee52715eb_59a8cd58332793091f000035.wav,我想看黄梅戏,黄梅戏,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5eb603bbc0edd4c441f14db4fa7deeca_59c618cd3327930c3100001a.wav,小乐我想看芭比娃娃梦想屋,芭比娃娃梦想屋,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/20dc59c663ec822e6493b61834e0194a_59ccd4353327930c34000018.wav,我要看海绵宝宝动画片中文版,海绵宝宝,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/4311dc79965c0efd634f716a0f46a809_59c486c13327930c44000007.wav,播放兔小贝儿歌第一集,兔小贝儿歌,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/366a234a057d46d75a12959947e6cf33_59c674a33327930c9d000003.wav,我想看三生三世十里桃花第八集,三生三世十里桃花,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5c3203d085ba62505eccd1ee17697d2a_59c250d83327930c5d00000e.wav,我要播放超级飞侠,超级飞侠,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/5830e27996aa52a9bd71dbc26727b8f5_59b1e3d23327930c3e000016.wav,海底小纵队,海底小纵队,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/1c31a942b83074db38d3bb99a7ca982a_59c4dc45332793092d000005.wav,我想看爱情保卫战,爱情保卫战,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/cc2aca7ef1495f8c2b01af989521983b_59aa968c3327930c45000011.wav,我要看天线宝宝宝宝,天线宝宝宝宝,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/90d8464baf757a3b6e9c155c48353776_59cf8b3a3327930c44000154.wav,播放我会听话,我会听话,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/324c2a88dfad9de8b69307c3f8d25d84_59c4d535627fb70f24003718.wav,我想看后天,后天,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/1fc0b11c60a4362dbb3acf6e5cf6b15e_59aa691a3327930c41000119.wav,播放喜羊羊与灰太狼,喜羊羊与灰太狼,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/465ed13e55ed904a65e8495ed64efd76_59ccc6243327930916000019.wav,请播放阿唐奇遇,阿唐奇遇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7ac8061cb0873cfd75c17aac84eb05bf_59abe7323327930c43000060.wav,我想看小马宝莉,小马宝莉,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/a3d3013824aef5172d26df24c0408df9_59c74b7f33279311fb00012c.wav,我想看小猪佩奇,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/de9ea36eb23eb79dc5aa8100c20169d5_59c874413327930db9000005.wav,我想看变形金刚,变形金刚,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7330c615f547a6978d2e6b3fb1e0cd11_59cb112b3327930c4b000097.wav,播放世上只有妈妈好,世上只有妈妈好,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e52e39f94cba637494314c311184733d_59c238583327930c50000015.wav,嗯我想看你的脸,你的脸,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f2956884c1d74cc01fabf9f1fb924e72_59c767353327930c4300017e.wav,我要看小猪佩奇,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/fab57d4022edfd34df12395aee0b5717_59b61f2a3327930c47000034.wav,放妮妮猫儿歌上学歌,妮妮猫儿歌上学歌,video,music
/home/v2129375/dataset/catslu_test/data/video/audios/8c5bcb53cde431e380cc0d468f5f2f41_59aa93393327930c4400001b.wav,我要看汪汪队立大功,汪汪队立大功,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/bd5ee80efd4be34011fc38f3e28e250b_59c85a973327930c4400006f.wav,放数鸭子,数鸭子,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0a0eb4caaa5240a30488febdefad2f66_59ad29e93327930257000020.wav,播放汪汪队立大功,汪汪队立大功,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/4b871744e79a3896e854c89a9a05be06_59adf7a28b68790037000007.wav,放小白兔都会英语哟快来跟我一起学习英语吧,小白兔,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/82a63eb25418121542feca497331ac68_59c4d1713327930dba000482.wav,播放老虎,老虎,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/84b88f73b7f8aa3391d3de00aabeba7b_59bc678e3327930928000017.wav,播放猩球崛起三,猩球崛起三,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5a3576f2970f2e766a46be09e02fd6ee_59b08bbf332793091e00005f.wav,请播放毛泽东,毛泽东,video,music
/home/v2129375/dataset/catslu_test/data/video/audios/c9a3f60493c8a10c83337a6069e9894d_59b0b067332793026b000023.wav,世上只有妈妈好,世上只有妈妈好,video,city
/home/v2129375/dataset/catslu_test/data/video/audios/abe105dd3fb84f5b398e7bf4db14f68b_59c3201e3327930c5200000b.wav,我想看小猪佩奇,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e6a72fab9d03fb82c734896f6ff6bcdd_59af421b3327930c49000006.wav,我要看猫和老鼠,猫和老鼠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c93d310e4d53d313c95ed489251dc7e6_59bb4e6b3327930c3b000059.wav,播放葫芦娃,葫芦娃,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e0cdfe8de808bfc584fff42258fc4c5c_59abc7ae332793029600002a.wav,播放艾利之书,艾利之书,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/aff3745b87a9a3697dffe791f1da4779_59b78d8633279308ce00002f.wav,我想看沙家浜,沙家浜,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/aae156139c097e50ed19bb0145442552_59bc76b03327930c46000047.wav,我要看宝宝巴士儿歌,宝宝巴士儿歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e13f939e1606c9d2c2cbf9daf81a8cb3_59c63e993327930c4300001c.wav,小乐播放宝宝巴士,宝宝巴士,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/117c45a7e181b650350cecc7d662dcff_59a938bd3327930c1c000017.wav,超级飞侠第二集,超级飞侠,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/987dbaac6a4884d5fbf9adb99c2dcad5_59c338d63327930c27000060.wav,小乐我想看海贼王,海贼王,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f32a2318bdcb0fd744d9c86eaec0a329_59bf3a2b3327930c4d0000ec.wav,放个葫芦娃,葫芦娃,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/881307ceeebedf4732754637282338bc_59c8a3ca3327930c4300004e.wav,播放兔小贝儿歌第三集,兔小贝儿歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0054e4a8142ba8b9eb558de98a339610_59ace96c3327930c3f000027.wav,小乐播放熊出没,熊出没,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5916c802cebfb9ec81dc9383bbaf3193_59ba25f333279308dd00002f.wav,打开哥斯拉,哥斯拉,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f1068a2a7f3f89bc164a1fcd69eeb5bb_59b20f5b3327930daa000048.wav,请你播放百变马丁,百变马丁,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/db4ebda8a2b4fec28d8444ff9a4666a2_59bb90af3327930c2e000005.wav,你好我要看猫和老鼠第六集,猫和老鼠,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/52bdc2c9e8f8116e101b33ebf9a73c5b_59afa3883327930c3200004c.wav,播放葫芦娃,葫芦娃,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/ceabc35b9bc7b12902cdb26bb7970884_59cbacd83327930c46000015.wav,小飞侠,小飞侠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c68a56a85f69e85063b2d2f28800b031_59c76894332793091c000015.wav,我想看人民的名义第六集,人民的名义,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/56eda7f371158920504db4714116eb7f_59b73fe03327930c37000008.wav,我要看粉红猪小妹粉红猪小妹粉红猪小妹看看粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0d0fe0336434abaef768e7780e5e1a72_59c0e6903327930c3200005d.wav,放白雪公主,白雪公主,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/261f9447bbcc647a6ace73c64ccf26b4_59ca2c678827ad007c000023.wav,小公主苏菲亚,小公主苏菲亚,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5d7e6bde51376d6cb2f83b8dfeaa01ec_59c491463327930c32000030.wav,哎我一说它还转过头来了是吧我们想看开心儿歌数鸭子,开心儿歌数鸭子,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/e56b3e0239c9bde695588401527e8ecd_59ae64a53327930c440000a9.wav,什么都可以但是你得放动画片给我看,动画片,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8f2d489bb8f114e87c91f70fc8da338c_59bfad3f3327930c4d00001e.wav,小乐播放超级飞侠,超级飞侠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/bd826fb4515187f041d78385cced2daa_59c86e7a332793091c000023.wav,帮我播放三生三世十里桃花第五集,三生三世十里桃花,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/164b36baa45cf8dee2cb8ef3ef22b2ec_59a8c8ce90ee6d022400000f.wav,我要看流星雨,流星雨,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8d305226fe34408b956b11ef39810926_59bf26c73327930c4c00000a.wav,小乐我要看小猪佩奇,小猪佩奇,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8ac709f90a5c5421697baa575b039e20_59cb8cdd3327930917000011.wav,我要看伪装者,伪装者,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0f7c0a677c12b29a61a07dd91cddee07_59cde6cd332793026c000011.wav,放小白兔白又白,小白兔白又白,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/b49c833fcc48ca35823fb8e272bf3f85_59b792a8332793094e000027.wav,守卫者浮出水面,守卫者浮出水面,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/378b27cc55c444279f96cce899f0727f_59b64b913327930985000003.wav,我想看魔兽,魔兽,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/8d3a2c8e9c96ad34644674b7b370c992_59ba0202332793029f000117.wav,容易受伤的女人,容易受伤的女人,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/90e6f83a3434a8ca370554a09ef144c3_59c9b05433279309bf000003.wav,人民的名义,人民的名义,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/2e0af055172bc73d574168efd78cf1eb_59c1e53c33279312db000002.wav,我想看伦敦对决,伦敦对决,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/4cc1d3451629b6e17a9061ce7cbbcfbc_59c2f2aa3327930c3e000017.wav,播放兔小贝儿歌第二集,兔小贝儿歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c4695d41890d52a4e1e6633adde3d1b0_59cde9e93327930c44000011.wav,小乐我要看猫和老鼠,猫和老鼠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/857414858b5ee1900b0380e2e6992a5a_59c8d3e43327930c2f000015.wav,猫和老鼠,猫和老鼠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7edf6b35a52c2d403be467798c7791f5_59b907818b68790038000021.wav,播放天天向上,天天向上,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/94c4f25f4e5836e3b06f62f528b5b5d1_59c907da8827ad0075000005.wav,蒙面唱将猜猜猜第二季,蒙面唱将猜猜猜,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/2bb95f2b8306ab75e5e197c12d936543_59cccf0e332793026e000040.wav,钱塘老娘舅,钱塘老娘舅,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/b0fada4122137f6e8b4598392085894f_59b628b93327930c31000051.wav,我要看熊出没,熊出没,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/3eea8038070e8bd59f7dc0168609372f_59cf9eb58827ad00ac00004f.wav,播放超级会飞侠第三季,超级会飞侠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/2dc4369dfb865839629d296734befd23_59c4afad3327930d9c000111.wav,我想看舌尖上的中国,舌尖上的中国,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/128196245b729fa1ab72d0053d853f9f_59c206753327930c48000064.wav,我要看粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/6d15d801cc30c6f78d22e727a57dc647_59acfce33327930943000020.wav,想看沙家浜,沙家浜,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0d84011f6d16f63085ee6052827db268_59c316da3327930daa00002f.wav,想看葫芦娃,葫芦娃,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/2a1481371d2d6c34d0681a972010e6a8_59be17713327930c4b0007b3.wav,播放聪明的一休第二十二集,聪明的一休,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f197db8aa0834118bf37164c198d76e3_59abf19f3327930c4b000231.wav,小乐播放小苹果,小苹果,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/c949d550f5411753bc087bb749664c47_59b62a373327930c3100006f.wav,我想看粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f9415cdb64ac90b1e1a8dd22e5b96176_59c485b3332793027c00002b.wav,水浒传,水浒传,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/28e9bda9ba795ee08c5e4215a1b00470_59a941bd332793026a000108.wav,给我放一个小二郎,小二郎,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/9729285cfdfc503989feed9eca92550c_59ba309490ee6d021900001b.wav,播放巴塔木,巴塔木,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/920d1fadf935b5be53db354cb79fb36c_59bcc81f3327930c47000012.wav,我要看三个和尚,三个和尚,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/1ed65c40781a4cea973298ebd5fd6c81_59cee1b03327930c7400000a.wav,我们要看海底小纵队,海底小纵队,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/9422a83329fb9f685f2bc445eb1e99b5_59b879f93327930c4b00001b.wav,播放刷牙,刷牙,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/1966ba5456b00c79c1e6fa2438f7c790_59c3a07e332793091e000009.wav,我想看战狼,战狼,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/077d844d4c7e8307a808737102511ff0_59cf85823327930c440000f7.wav,播放读书郎,读书郎,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/e3c8aed2d4a103747238d6988be643c6_59ad3a228827ad007c000016.wav,播放第三人称,第三人称,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/28609f11a7d40e5b1b2fca9d0240bd96_59acba823327930c44000007.wav,播放粉红猪小妹,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/baa87b6e64b9230dd82fe2aad87fba12_59c4dac533279308da000015.wav,播放反转人生,反转人生,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c8ab86eaee3baf99ee09f4bb58fd2901_59c59e6d3327930c46000039.wav,播放兔小贝儿歌第三集,兔小贝儿歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/f25138c3ad6b3fab524ec038e1904e8c_59aa4e753327930c32000011.wav,播放小马宝莉,小马宝莉,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/81fe3c23ed4c29ad5fc2cda25da98f7e_59ae47273327930c46000014.wav,播放小星星,小星星,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/c085f5671ee0b062b2afe358268db9c8_59cb46a73327930c460000f5.wav,我要看喜羊羊与灰太狼,喜羊羊与灰太狼,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/d168b9616e104a7477d04ad5fc554f8d_59cf0b403327930917000009.wav,播放刘德华的电影长城国语版,长城,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/5af38f6695d0e9320fa3194bc6847d1f_59bd20913327930c4700008f.wav,我要看超级飞侠,超级飞侠,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/0d5a82b302cebf0d1f340bf709bea032_59ab63523327930c3900008a.wav,小乐小乐我要看神偷奶爸的电影,神偷奶爸,video,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/26958dbcaf6004c941a57cbafde5bba7_59c254803327930c4600001f.wav,你好我们想看数鸭歌,数鸭歌,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/bafd139650ff9083230c252d37cd2ef4_59c257d13327930c33000096.wav,放粉红猪小妹第二十二集,粉红猪小妹,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/16129611ddcbf4fae591dd90d7adfd23_59b23c3f3327931050000009.wav,请播放醉玲珑第五集,醉玲珑,video,video
/home/v2129375/dataset/catslu_test/data/video/audios/7b49566a2f9487593a10cf86bb40c466_59c0ad073327930c4900000f.wav,播放巧虎来啦,巧虎来啦,video,video
/home/v2129375/dataset/catslu_traindev/data/music/audios/0a9f0882bff174170693bb02781c146f_59b341b78827ad00ac00004e.wav,播一首张学友的一生中最爱,张学友,music,music
/home/v2129375/dataset/catslu_traindev/data/music/audios/c173778d89ea65f43d7e963df391b4bf_59b086a68827ad007c000060.wav,播放邓紫棋的歌,邓紫棋,music,music
/home/v2129375/dataset/catslu_test/data/music/audios/9043f71f025addca56b4e0128ef538e7_59ab75283327930267000041.wav,韩红天路,韩红,music,video
/home/v2129375/dataset/catslu_traindev/data/music/audios/ffce019d716fe08b89a44328e714220b_59ccfa2f8827ad0075000002.wav,来一首鹿晗的原动力,鹿晗,music,music
/home/v2129375/dataset/catslu_traindev/data/music/audios/ce4aafbf09607157950fb82c1890a4f2_59b8d806332793026c00015a.wav,听刘德华,刘德华,music,music
