path,manual_transcript,keyword,asr
/Data/dataset/catslu_traindev/data/weather/audios/d86581ac9597f85c6cce25c34618338b_59cbbb8a8827ad00a500007d.wav,明天广元的天气,广元,明天广元的天气
/Data/dataset/catslu_traindev/data/weather/audios/8a0969f7ad8e0fe2d0b33c4bc309f11a_59b8ec3a3327930c5a000017.wav,今天迪拜的天气怎么样,迪拜,今天迪拜的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/8a4832b31c146e4615d9452de5d1d702_59c9de5a627fb70f2400448f.wav,下午深圳有风吗,深圳,下午深圳有风吗
/Data/dataset/catslu_traindev/data/weather/audios/a00e2d25f17ad782720aa412431cb4c4_59c1ecb990ee6d0224000008.wav,今天重庆的天气怎么样啊,重庆,那个嘛今天重庆的天气怎么样啊
/Data/dataset/catslu_traindev/data/weather/audios/29d64f1247fc8a5d8c8bbf14288455c9_386da9568b6879003900000c.wav,深圳天气,深圳,深更的天
/Data/dataset/catslu_traindev/data/weather/audios/d9390e614e199a9197d8ca2f499f7d32_59cb38d68b68790039000028.wav,深圳今天的天气,深圳,深圳今天的天气
/Data/dataset/catslu_traindev/data/weather/audios/903622c22fac5b541e7ba4d729f36c55_59cb8e7b3327930291000052.wav,龙岩金今天天气怎么样,龙岩,龙岩君今天天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/370a381b377c67d57ff1192ddaf4671e_000000718b68790033000004.wav,深圳今天什么天气,深圳,创意手刘德华的歌
/Data/dataset/catslu_traindev/data/weather/audios/84b881fdd9e698657e5fbf2ee4c44262_59bb7302332793104f000005.wav,青岛天气,青岛,进到天气
/Data/dataset/catslu_traindev/data/weather/audios/5f5ee79831ffc105a1f2c4bf981d9b5d_59c1ee1e3327930c44000009.wav,可以呀今天上海天气怎么样,上海,可以啊今天上海天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/c2f75573710d3476a75c8213882d80f4_59b8b66d3327930c4c000020.wav,南京今天天气怎么样,南京,南京今天天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/51f88fb03c3d4bd283fda3351d9a2ba4_59c9fb9dffba99020c000044.wav,香港明天天气,香港,香港明天天气
/Data/dataset/catslu_traindev/data/weather/audios/e3b790eed5bca1ec2ab28d9678e32d7b_59c9f9beffba99020c000033.wav,北京昨天天气,北京,北京昨天天庆
/Data/dataset/catslu_traindev/data/weather/audios/2808fb2732d51915cb6dcf42ee79bc95_59a954ac332793026e00001e.wav,南阳未来南阳未来七天的天气是什么样的,南阳,南洋未来七天的天气是什么样的
/Data/dataset/catslu_traindev/data/weather/audios/3aaac4787965ac801d62dbe9ec4c7ce9_59bfad6b3327930525000014.wav,鄂州,鄂州,子龙
/Data/dataset/catslu_traindev/data/weather/audios/4455bbc13fead47391c0570c7d08666a_59c4415c8827ad007c000012.wav,今天阜新天气,阜新,今天复兴天界
/Data/dataset/catslu_traindev/data/weather/audios/70b6a48320ac4faa28cc40a80af525b7_59c3757490ee6d022400001d.wav,北京的天气怎么样,北京,说一些北京的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/8b3c9350ff4e2894c5c65b5c8a9e194c_59ab5e3c8827ad0075000012.wav,青岛市,青岛市,青岛市
/Data/dataset/catslu_traindev/data/weather/audios/78093df29708206e458e754060787c16_59c5b5398827ad007c000008.wav,今天成都天气怎么样啊,成都,今天成都天气怎么样啊
/Data/dataset/catslu_traindev/data/weather/audios/78093df29708206e458e754060787c16_59c5b5568827ad007c00000d.wav,今天成都天气怎么样,成都,今天成都天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1daf93673ec58c307af4cfd184c7d015_4bf6c00e4bf6c00e4bf6c00e.wav,他对组织力量今天重庆天气怎么样,重庆,他那个组织烈阳今天重庆天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a7008827ad007c000031.wav,查一下德州明天的天气怎么样,德州,查一下德州明天的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a74b8827ad007c00003d.wav,那查一下德州大后天的天气怎么,德州,那查一下德州大后天的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a7748827ad007c000043.wav,德州明天有雨吗需要带伞吗,德州,德州明天有雨吗需要带伞吗
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a77e8827ad007c000045.wav,德抽德州明天天气怎么样,德州,德州德州明天天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a7268827ad007c000037.wav,查一下德州后天的天气怎么样,德州,茶一下德州后天的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1119eac7038df6beba182fead2c0bad2_59c7a7398827ad007c000039.wav,后天有雨吗后天有雨吗德州的后天,德州,后天英语吗后天有雨吗德州的后天
/Data/dataset/catslu_traindev/data/weather/audios/7b8c0e06daa1b7c5f72be07f6cda4750_59acb41090ee6d0219000001.wav,今天深圳天气怎么样,深圳,今天深圳天气怎么
/Data/dataset/catslu_traindev/data/weather/audios/0030d33b41f82d28405b3030724371b5_59b8dc9933279361d0000012.wav,日喀则市,日喀则市,日喀只是
/Data/dataset/catslu_traindev/data/weather/audios/836ca7f57acdfed31cb97d74a280a354_59a9152a3327930912000009.wav,南阳明天的天气,南阳,南阳明天的天气
/Data/dataset/catslu_traindev/data/weather/audios/b1c0d8bbf3e40bd8e9451f9b11c99ae4_59af3fbc8827ad007c000025.wav,明天北京的天气,北京,明天北京的天气
/Data/dataset/catslu_traindev/data/weather/audios/cca1dcad7194d394662d5a48acb05a03_59c4cd2c627fb70f2400363a.wav,明天天津有雨吗,天津,明天天津有雨吗
/Data/dataset/catslu_traindev/data/weather/audios/08d8f77c5f63d70c3308213e33ae4426_59c3b19a90ee6d02270000ce.wav,深圳明天的天气,深圳,赚钱省镇明天的天气
/Data/dataset/catslu_traindev/data/weather/audios/6eb0d2e0c5d085c184bce5f3f5e750d7_59bc8b1e3327930f58000013.wav,贵州省贵阳市,贵阳市,贵州省贵阳市
/Data/dataset/catslu_traindev/data/weather/audios/b3b8ee5f31d0f6c7be8e38ec5e5748fd_59b610e08827ad007c000007.wav,北京明天的天气,北京,本京明天的天气祝你可能选得还缺着那个是不一样的居然
/Data/dataset/catslu_traindev/data/weather/audios/38fcabde133781c7403fe7f06955da0e_59ba15883327930ddb000096.wav,珠海天气怎么样啊,珠海,珠海天气怎么样啊
/Data/dataset/catslu_traindev/data/weather/audios/3a49271522e79822e6884107b9ee96b7_59aa31c733279304cf00003b.wav,五家渠市,五家渠市,独家军事
/Data/dataset/catslu_traindev/data/weather/audios/26c302acbfcd90326a1901a8e936af75_59bc88068827ad006b000038.wav,今天洛阳的天气怎么样,洛阳,今天洛阳的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/8f9e9f332ea1212beed2f634a5f706ed_5ab0a1c65ab0a1c65ab0a1c6.wav,喂今天重庆的天气怎么样,重庆,喂今天重庆的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/63aab0b755d704a54fdb68f1f3973c38_59b3b5bf33279320c8000079.wav,帮我查一下徐州的天气,徐州,帮我查一下徐州的天气
/Data/dataset/catslu_traindev/data/weather/audios/1f68987b784de04d4dc10491b96b38a9_59ccad8e8b6879003a000060.wav,深圳天气怎么样,深圳,深圳天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/1f68987b784de04d4dc10491b96b38a9_59ccada78b6879003a00006a.wav,广州天气怎么样,广州,广州天地怎么样
/Data/dataset/catslu_traindev/data/weather/audios/4cc19b9e14db5a9ae8636d4bd7247ea0_59c4dc323327930c4200000d.wav,北京天气怎么样,北京,北京天地怎么样
/Data/dataset/catslu_traindev/data/weather/audios/ca85327d8933d77f848aae13b774908b_59bc953c33279312f2000034.wav,北京的天气怎么样,北京,北京的天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/bb113f3381e0f5757e0ea215c064faa0_59c9bbba3327930294000089.wav,深圳今天的天气,深圳,而且打了散掉身份今天的天气
/Data/dataset/catslu_traindev/data/weather/audios/616fa3d401c539427a82794ba05300ab_59c5a25b90ee6d021c000009.wav,佛山今天天气怎么样,佛山,佛山今天天气怎么样
/Data/dataset/catslu_traindev/data/weather/audios/ec1641654a5b56bfc87b6b57444e4c67_59cc6a0d8827ad00ab00002f.wav,汕头的天气怎么样,汕头,汕头的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/c0c07d240dcd3145c2c9786ff2e443aa_59c0b70633279374d0000029.wav,深圳今天的天气,深圳,深圳今天的天气
/Data/dataset/catslu_test/data/weather/audios/0809ce099bda2c010c51ec151fbea9a5_38711c1b8b68790039000004.wav,今天深圳的天气情况怎么样,深圳,今天深圳的天气情况怎么样
/Data/dataset/catslu_test/data/weather/audios/d455255a3a9721182abbdf90a167e229_59b8e71390ee6d021c00001d.wav,深圳南山的天气怎么样,深圳,深圳男生的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/613b0142999b40fffd03dc43d7f34f4b_59b908848827ad007c00001c.wav,杭州天气怎么样,杭州,杭州天气怎么样
/Data/dataset/catslu_test/data/weather/audios/d7c534e762ece16c06187e1dac61c1da_59bceb45332793029a00001e.wav,现在九江的天气预报,九江,现在九江的天机报
/Data/dataset/catslu_test/data/weather/audios/c316c119da43665806c9e8f9a4625176_59a974f28827ad00a500000a.wav,今天北京天气怎么样,北京,今天北京天气怎么样
/Data/dataset/catslu_test/data/weather/audios/95bc08acf1c5827bd70da28990f23555_59cdbfa533279302aa0000e7.wav,泰州的天气,泰州,台州的天气
/Data/dataset/catslu_test/data/weather/audios/7e045dd4989cdbd9b3e0ea4e7025a31a_59ca07ce332793091c000007.wav,泰州的天气,泰州,菜车的听次
/Data/dataset/catslu_test/data/weather/audios/c99a9efcba0bb482688ca7f428aaa168_59aa82e433279302a8000006.wav,温州天气怎么样,温州,温州天气怎么样
/Data/dataset/catslu_test/data/weather/audios/83ed81575b71d1e3ca2541dfd6f01b75_59c476b13327930286000100.wav,上海会下雨吗,上海,上海会下雨吗
/Data/dataset/catslu_test/data/weather/audios/0ac1527c7aed878d441df2272ddb993f_59cbc66090ee6d0219000005.wav,今天南昌是什么天气,南昌,今天南昌是什么天气
/Data/dataset/catslu_test/data/weather/audios/d0b254791a78ba4f3e87f79bfbcf20e3_59c8da858827ad007c000015.wav,今天深圳天气怎样,深圳,今天深圳天气怎样
/Data/dataset/catslu_test/data/weather/audios/b3afb0770e8bbf2cf8d52030f9ca4dbb_59c993ef8827ad00a500001a.wav,明天东营天气怎么样,东营,明天东营天气怎么样
/Data/dataset/catslu_test/data/weather/audios/8b354537ebcc2fb55f13bda2bcbe08ee_59c9a8f23327930298000007.wav,深圳今天的天气,深圳,深圳今天的天气
/Data/dataset/catslu_test/data/weather/audios/7b8ad1700ef19ed9dbdac813de44a662_59bf55c93327930db1000153.wav,福州今天天气怎么样啊,福州,福州今天天气怎么样啊
/Data/dataset/catslu_test/data/weather/audios/e949a376b895f5707cd9bfdefef51cae_59c8377f90ee6d022400008b.wav,沈阳今天的天气,沈阳,沈阳今天的天气
/Data/dataset/catslu_test/data/weather/audios/f5a24f4ed0e86bc42279a41e76eae5a0_59c781548b6879003600000d.wav,上海二零一七年九月二十五日空气质量是什么,上海,上海二零一七年九月二十五日空气质量是什么
/Data/dataset/catslu_test/data/weather/audios/5509f37c28a414a1a55cb60f9be5df32_59b9ca9e3327930f580000a3.wav,北京明天天气怎么样,北京,北京名片这个怎么样
/Data/dataset/catslu_test/data/weather/audios/bdc5f523d4d09f16a5a9b957740ec341_59c089f53327930937000003.wav,西安今天下雨吗,西安,西安今天下雨班
/Data/dataset/catslu_test/data/weather/audios/d3fb2c20fc15fa15e1cf34f07ae84e93_59c4cd76d3458d0ed4003eb5.wav,下午深圳有风吗,深圳,下午深圳有风吗
/Data/dataset/catslu_test/data/weather/audios/81951b5a12e7406a2cfdcf54e1f643df_59bbdb91332793050d000022.wav,绥化,绥化,谁画
/Data/dataset/catslu_test/data/weather/audios/e801f910104ab8b9455873c9c21a6a6d_59bce96d3327930c4e00003a.wav,福州今天天气怎么样啊,福州,福州今天天气怎么样啊
/Data/dataset/catslu_test/data/weather/audios/2bb95f2b8306ab75e5e197c12d936543_59ccce85332793026e000025.wav,衢州天气预报,衢州,徐周天气预报
/Data/dataset/catslu_test/data/weather/audios/01917ba0c001dd551aaf63887ab67038_59c0af9b3327930c4b000017.wav,广州广州的天气,广州,广州广州的天气
/Data/dataset/catslu_test/data/weather/audios/4cfe46e61da910f492349c62f1a0097d_59ba5ea73327930c2e000009.wav,今天上海天气怎么样,上海,今天上海天气怎么样
/Data/dataset/catslu_test/data/weather/audios/970fce4bc187b1b45a6a0739f5b7b02c_59c779013327930c30000009.wav,北京东四环的天气怎么样,北京,北京东视环的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/03c4a61c1e6f05c56fd31c4f11445286_59bf87c233279312e300002b.wav,北京的天气怎么样,北京,北京的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/9a975a1c1045c7731d8a8074b2bde185_59c4da8c627fb70f240037a6.wav,长沙后天的天气,长沙,曹操后天的天气
/Data/dataset/catslu_test/data/weather/audios/0d9bf2546d334f707831b581967cdc9a_59cb942d627fb70cfc0002cc.wav,下午深圳有风吗,深圳,下午深圳有风吗
/Data/dataset/catslu_test/data/weather/audios/0610f45a65ca4aa270f6f95ce6b3bdbd_59c5a3243327930c4b000012.wav,今天上海有雨吗,上海,今天上海有雨吗
/Data/dataset/catslu_test/data/weather/audios/e1d9acc28c1822fda86f2371f6c94c75_59b9282c8827ad00a5000134.wav,明天广元的天气,广元,明天广源的天气
/Data/dataset/catslu_test/data/weather/audios/8b4247483e1a96f38377da2ad28497df_59c9ba7a627fb70f2400417f.wav,下午深圳有风吗,深圳,下午深圳有风吗
/Data/dataset/catslu_test/data/weather/audios/d0b8e372499db6211d1091404b0dac3b_59af932c332793293200002c.wav,北京的天气,北京,北京的天气
/Data/dataset/catslu_test/data/weather/audios/b8a28a1e4f827877de5202628ba30022_59b7b0db3327930c87000007.wav,南阳今天的天气,南阳,南洋今天的天气
/Data/dataset/catslu_test/data/weather/audios/a7319b90ab81609806dd92ae8f6b895b_59bc8e7b3327930419000005.wav,深圳今天天气怎么样,深圳,深圳今天天气怎么样
/Data/dataset/catslu_test/data/weather/audios/dd9e4dad4a0f463ba8168000f7601daa_000002718b6879003300001b.wav,今天北京的天气怎么样,北京,今天北京的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/caa70a7326dbda1eaa65e448718b252a_59b10d733327930293000015.wav,深圳天气怎么样,深圳,现在天气怎么样
/Data/dataset/catslu_test/data/weather/audios/e7b98991db8bc36cc9ff8eb3384fb612_59cf609133279302bf00000d.wav,深圳今天的天气,深圳,深圳今天的天气
/Data/dataset/catslu_test/data/weather/audios/42b0ba79957d9b284a24562f85aa0d41_59ca0bf4ffba990212000005.wav,北京天气,北京,给今天敬
/Data/dataset/catslu_test/data/weather/audios/66db469a30040c14d2ebeebe2f5ea09b_59cf8a0c3327930dc700001c.wav,杭州的天气怎么样呀,杭州,杭州的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/bf10144fa8c40fe882852ffe901f18aa_59c8c9af90ee6d021900000a.wav,深圳的天气怎么样,深圳,命运神寨的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/8f76b74ed914c4f107b53aaa0fa35497_59c0b839332793091c00002f.wav,明天南京下不下雨,南京,明天蓝鲸下不下雨
/Data/dataset/catslu_test/data/weather/audios/40c45bcb49cb58b56ddd490b0f2742f2_59bf3c1b8827ad00a800000c.wav,明天中山天气怎么样,中山,明天中餐天气怎么样
/Data/dataset/catslu_test/data/weather/audios/352c2b249f1fcd29e07f46ee9476ffe5_59c72f533327930c3b000146.wav,上海今天天气怎么样,上海,上海今天天气怎么样
/Data/dataset/catslu_test/data/weather/audios/eb0ea5f8af1c98422cc5007a3cd7cdc0_59c393c88827ad007c000017.wav,呃广州今天天气怎么样,广州,广州今天天气怎么样
/Data/dataset/catslu_test/data/weather/audios/eb0ea5f8af1c98422cc5007a3cd7cdc0_59c393d18827ad007c000018.wav,广州今天天气怎么样,广州,广州今天天气怎么样
/Data/dataset/catslu_test/data/weather/audios/63c9249e019cd17996f91de9ab851b63_59ce14288827ad007c000170.wav,明天深圳的天气怎么样,深圳,明天深圳的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/83bc52fd19246a82a38693e33cac5480_59b0d5d590ee6d0219000012.wav,深圳的天气怎么样,深圳,声音的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/481b6272f9392a290c68252fbdbce0ed_59cda50c332793301900000f.wav,中山的天气,中山,踪探那天气
/Data/dataset/catslu_test/data/weather/audios/2cd081462bf3bb5e53296dcec4f62ff2_59afb86f3327933d83000007.wav,今天三明天气,三明,今天呢半冲天气
/Data/dataset/catslu_test/data/weather/audios/bdb472e9bece1243152c2f5254e0816d_59aa463490ee6d0219000005.wav,深圳的天气怎么样,深圳,我认识深圳的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/e56c1f53972b05f0c6cb80325925110a_wb05330fwb05330fwb05330f.wav,今天的重庆的天气怎么样,重庆,今天的重庆的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/8bf9d0b4557b1266349e4f0914bbfc7d_59c6626e3327930c3f000094.wav,郑州的天气怎么样,郑州,震宗的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/9728eed17fc2be848053d45f6146c5ee_59c35bb33327930c64000006.wav,北京的天气怎么样,北京,北京的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/2bb58f28416e08f88ee832ca5374ae1f_59ca0c5effba990212000013.wav,武汉天气,武汉,武汉天气
/Data/dataset/catslu_test/data/weather/audios/a2705a67cee2ba8cd75653a7277bed8a_59c342ee3327930299000011.wav,今天湖州天气如何,湖州,今天湖州天气如何
/Data/dataset/catslu_test/data/weather/audios/f3f743c162a20327244b611027c70680_59c8f23d3327930db00000ea.wav,明天成都适合穿什么衣服,成都,明天成都适合穿什么衣服可以落得上去不
/Data/dataset/catslu_test/data/weather/audios/54bf3aff40c0fcc330bd929566ee4439_59bb402433279313a9000012.wav,天津市,天津市,天津市
/Data/dataset/catslu_test/data/weather/audios/3e7dd6852e5e95475fcfebec3ad6f5fc_59a938a78827ad0080000001.wav,明天珠海的天气情况如何呢,珠海,明天珠海的天气情况如何呢
/Data/dataset/catslu_test/data/weather/audios/322ff16f999848f27fd943d137372e4e_59b0e19e3327930808000006.wav,深圳今天的天气,深圳,深圳今天的天气
/Data/dataset/catslu_test/data/weather/audios/0d4bedf81e865f3889386f7c17ae7709_59c86c923327930c2f00000c.wav,今天北京会下雨吗,北京,今天北京会下雨吗
/Data/dataset/catslu_test/data/weather/audios/8ce789d4755fa41d4ae6d06d07d979e8_59c8bd338b6879003300000a.wav,深圳的天气,深圳,真正的天气
/Data/dataset/catslu_test/data/weather/audios/ae66245f34ce4eb4a1e1d6f11127cdb5_59ba5bdc8827ad0080000001.wav,诶先给我们大家说一下明天珠海的天气情况吧,珠海,先跟我们大家说一下明天珠海的天气情况吧
/Data/dataset/catslu_test/data/weather/audios/ae66245f34ce4eb4a1e1d6f11127cdb5_59ba5bf18827ad0080000002.wav,明天珠海的天气情况,珠海,明天珠海的天气情况
/Data/dataset/catslu_test/data/weather/audios/7866d551c7ef15b63d58e5e23aae4bd9_59ca0d7d3327930c5c000160.wav,嗯郑州的天气怎么样,郑州,郑州到天气怎么样我要说
/Data/dataset/catslu_test/data/weather/audios/9cd89aec9c869c1aba6dadebddd8c69c_59b4f1b58827ad007c00000a.wav,今天广州天气怎么样,广州,今天广州天气怎么样
/Data/dataset/catslu_test/data/weather/audios/b18adc26c04def96f23d30c2327c4bc3_59b4df2d3327930cc800000b.wav,重庆今天适合洗车吗,重庆,从进今天适合洗车吗
/Data/dataset/catslu_test/data/weather/audios/c04a4f1c70168216bd22bfa2f35e956e_59cf634733279302ba000004.wav,深圳天气,深圳,深圳天气
/Data/dataset/catslu_test/data/weather/audios/3d25ae8cdba3b146463ca595e96f770f_59c4769833279302860000fd.wav,成都的天气,成都,成都的天气
/Data/dataset/catslu_test/data/weather/audios/bd786fd715227551273da91d74a359a5_59b217d28b68790039000015.wav,沈阳天气预报,沈阳,沈阳天气预报
/Data/dataset/catslu_test/data/weather/audios/bd786fd715227551273da91d74a359a5_59b217dc8b68790039000018.wav,深圳天气预报,深圳,身转天气预报
/Data/dataset/catslu_test/data/weather/audios/4121700e306f75ef1b2bc221878c699d_59b0d5f390ee6d0219000015.wav,深圳天气怎么样,深圳,沈震天气怎么样
/Data/dataset/catslu_test/data/weather/audios/5306c9c5bd7ce0431ccadbb0e3d4d076_59ca08c2ffba99020c00001f.wav,北京的二点五值,北京,北京的二点五只
/Data/dataset/catslu_test/data/weather/audios/f33e613f9edbf1b469d967a191611b04_59cb64b1627fb70edc001c66.wav,明天天津有雨吗,天津,明天天津有雨吗
/Data/dataset/catslu_test/data/weather/audios/039f4c23877381b0a5200dd95c828cd9_59c86e8dd3458d0ed4004125.wav,明天天津有雨吗,天津,明天天津有雨吗
/Data/dataset/catslu_test/data/weather/audios/e52c7b8d1b9c2473dd849a50f9eb4af9_59a95acb33279302ad00000d.wav,深圳明天天气,深圳,没啥也是嘛深圳明天天气
/Data/dataset/catslu_test/data/weather/audios/caaf7ae7d624601df536a2b2ba6d56da_59bc72bd3327930c2f000042.wav,合肥的天气怎么样,合肥,何非天气怎么样
/Data/dataset/catslu_test/data/weather/audios/caaf7ae7d624601df536a2b2ba6d56da_59bc72cd3327930c2f000047.wav,合肥天气怎么样,合肥,作为天气怎么样
/Data/dataset/catslu_test/data/weather/audios/079f2ed183486420563a39b46a92a0af_3e18cc403e18cc403e18cc40.wav,马鞍山的天气,马鞍山,马鞍山的天气
/Data/dataset/catslu_test/data/weather/audios/08db4a49f5970ee50f47ef56a1a386e1_59c91fa03327930295000064.wav,台中明天会下雨吗,台中,台中明天会下雨吗
/Data/dataset/catslu_test/data/weather/audios/be6f174e691853f4a60c36aabaf446c8_59cf6ec790ee6d0219000090.wav,明天广州天气怎么样,广州,明天广州天气怎么样
/Data/dataset/catslu_test/data/weather/audios/580e3323abf57ed9fa5ba97a9a47ee9d_59bf777e90ee6d0224000001.wav,深圳的天气怎么样,深圳,深圳的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/16bbddd140961f1104ea5b617ed05245_59c0756690ee6d0219000003.wav,换醒以后啊深圳的天气怎么样,深圳,唤醒以后身体的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/2b78f45e0b3300834d8d6acf581505eb_59b3a5028827ad0075000011.wav,珠海今天的天气怎么样,珠海,出海今天的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/ed65e5272e9fb81c000012182b417298_59ca2da0a765730c88000002.wav,上海天气,上海,上海天气里
/Data/dataset/catslu_test/data/weather/audios/936288466f8a321a52c75c1cc55f6d60_59c70d3c3327930c3b0000ab.wav,今天上海天气如何,上海,今天三月天气如何
/Data/dataset/catslu_test/data/weather/audios/1f386208d88381f6081c63f33032c1b7_59bc925733279318ce00000d.wav,北京的天气,北京,北京的天气
/Data/dataset/catslu_test/data/weather/audios/6689fb7154542c5ab7747d419b321042_59b0b4e48827ad0076000011.wav,东莞天气,东莞,东莞天气
/Data/dataset/catslu_test/data/weather/audios/3d43ff1063441f5b93d3f998c679dcc9_59b793933327930509000021.wav,深圳明天天气,深圳,深圳明天天气
/Data/dataset/catslu_test/data/weather/audios/ad1af61442bc3f42f5d6376c4e7f6680_59b541cc332793567f000095.wav,赣州市南康区,赣州市,赣州市南堪区
/Data/dataset/catslu_test/data/weather/audios/699ea16dad448f5ea1ba8403e5fd8bd5_59cca266332793091e000035.wav,邯郸的天气预报,邯郸,邯郸到天气预报
/Data/dataset/catslu_test/data/weather/audios/3fee6afe9aa72716dcfa492c5749fd24_59b375798827ad007d000035.wav,今天珠海天气怎么样,珠海,今天周海天气怎么样
/Data/dataset/catslu_test/data/weather/audios/3b2cfb717554cbe26d8791583244606c_59cf45008b687900380001a0.wav,青岛的天气,青岛,青岛的天气
/Data/dataset/catslu_test/data/weather/audios/fb8eea33ab6fa8201f220ba2c75ec00f_59cc69c98827ad00ab00001d.wav,长沙的天气怎么样,长沙,长沙的天气怎么样
/Data/dataset/catslu_test/data/weather/audios/d3b9f96d9c1a362a8cd388720dc9d612_59c87205d3458d0ed400417f.wav,明天天津有雨吗,天津,明天天津有雨吗
/Data/dataset/catslu_test/data/weather/audios/951139642f791cd3df3e993e23f9f1e8_59c8677f627fb70f24003807.wav,明天天津有雨吗,天津,明天天津有雨吗
