path,manual_transcript
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0344/BAC009S0344W0406.wav,有望冲击最佳男主角奖
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0243/BAC009S0243W0455.wav,最终被巡逻民警发现
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0422/BAC009S0422W0127.wav,存库依然保持快速增长态势
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0248/BAC009S0248W0409.wav,她和许老三也变成讨讨论对象
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0098/BAC009S0098W0388.wav,感觉身体维持控制及平衡的运作方式
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0159/BAC009S0159W0377.wav,开跑赛程四公里的永庆杯路跑
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0184/BAC009S0184W0276.wav,去年同期则实现净利润新台币六亿元
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0181/BAC009S0181W0263.wav,收入利润均创二零一二年以来最低纪录
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0027/BAC009S0027W0130.wav,但市场看涨情绪并没有因此回落
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0205/BAC009S0205W0409.wav,认为运动应该着重全身线条
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0003/BAC009S0003W0338.wav,中国足协主席蔡振华参加国际足联大会时明确表态
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0243/BAC009S0243W0221.wav,调整资产管理合同必备事项的内容
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0004/BAC009S0004W0150.wav,随着并购大潮的来临
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0360/BAC009S0360W0282.wav,但企业并不是拿来就可以用
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0356/BAC009S0356W0282.wav,考虑到个人用户的技术层次
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0066/BAC009S0066W0207.wav,对导致私募债劵投资者超过二百人的转让不予确认
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0236/BAC009S0236W0156.wav,未来楼市将继续向好
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0083/BAC009S0083W0221.wav,我国科技投入持续快速增长
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0112/BAC009S0112W0183.wav,上海下降二点四个百分点
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0341/BAC009S0341W0233.wav,不然垃圾公司会把股市变成垃圾场
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0023/BAC009S0023W0213.wav,因此整体上油价上涨
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0166/BAC009S0166W0484.wav,五旬大妈陷艳照门给男网友发裸照后遭敲诈
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0661/BAC009S0661W0174.wav,传统行业转型升级步伐加快
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0522/BAC009S0522W0279.wav,瓦杰斯格拉斯表示我们将继续以收购科技公司为重点
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0038/BAC009S0038W0235.wav,而内地许多内幕交易案经由媒体披露才得以揭发
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0184/BAC009S0184W0438.wav,传泛亚交易所资金链断裂遭八百多位投资者包围
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0048/BAC009S0048W0387.wav,反观秘鲁得分最高的是八号弗里亚斯十八分
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0600/BAC009S0600W0248.wav,今年专门提出了制种的保险
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0227/BAC009S0227W0402.wav,有机会搅动一池春水
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0192/BAC009S0192W0433.wav,犯罪现场堪称一个假币工厂
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0006/BAC009S0006W0472.wav,六十八岁杀手奶奶作案日记曝光二十年共杀十人
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0220/BAC009S0220W0341.wav,李艳梅王乌品李小红
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0138/BAC009S0138W0389.wav,国际田联在周三表示
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0076/BAC009S0076W0487.wav,拓东体育馆内一茶室发生凶杀案
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0147/BAC009S0147W0365.wav,事务总长武藤敏郎对于取消会徽原因的一系列发言
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0214/BAC009S0214W0278.wav,该新功能将有助于更加全面地提升亚马逊的低价美誉
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0662/BAC009S0662W0370.wav,另一位英国选手默多克五十九秒零九获得季军
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0701/BAC009S0701W0353.wav,最后到达终点时成绩为二十二秒二八
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0104/BAC009S0104W0133.wav,房企借此时间窗口拿地无可厚非
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0153/BAC009S0153W0196.wav,在第二阶段
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0035/BAC009S0035W0204.wav,并起到整体上减税功能
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0145/BAC009S0145W0276.wav,美国公司在欧洲提交的专利最多
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0511/BAC009S0511W0477.wav,从中获利近一百二十万元
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0188/BAC009S0188W0391.wav,上赛季以高龄挑战高难度优子已三十三岁
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0349/BAC009S0349W0238.wav,河北省公务用车专项治理
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0048/BAC009S0048W0263.wav,唯独在中国仍保持连续增长
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0135/BAC009S0135W0215.wav,表明了国企监管的缺失
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0423/BAC009S0423W0452.wav,调查结果出来可能需要一个月
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0036/BAC009S0036W0156.wav,成为最环保启动仪式
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0658/BAC009S0658W0284.wav,特斯拉充电团队将安排专业的电工技术人员
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0138/BAC009S0138W0197.wav,代之以国际通行的熔断制度
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0237/BAC009S0237W0287.wav,如今谷歌却打了退堂鼓
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0146/BAC009S0146W0207.wav,商业银行不良贷款曾经连续实现多个季度的双降
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0021/BAC009S0021W0225.wav,以晋陕蒙宁等地为代表
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0236/BAC009S0236W0165.wav,使金秋时节楼市上演了收获的一幕
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0112/BAC009S0112W0300.wav,据麻省理工技术评论称
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0243/BAC009S0243W0321.wav,还要加快建立充电基础设施道路交通标识体系
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0715/BAC009S0715W0235.wav,让五百多位营销精英走上了快速致富
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0659/BAC009S0659W0148.wav,二三线城市的楼市陆续饱和
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0049/BAC009S0049W0384.wav,但未能成功降服将军
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0509/BAC009S0509W0130.wav,国土部负责信息平台顶层设计
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0123/BAC009S0123W0211.wav,具体时间和地点都是在行动前一天通知组员
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0702/BAC009S0702W0386.wav,我还有梦想没有完成
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0002/BAC009S0002W0211.wav,如果一个垄断企业的所有产品都是内部采购
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0207/BAC009S0207W0276.wav,前者更不容易被人接受
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0209/BAC009S0209W0348.wav,这个成绩让人很欣慰
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0132/BAC009S0132W0168.wav,招商华润九龙仓平安以史上最大的联合体出现
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0520/BAC009S0520W0304.wav,通过互联网大数据和云计算等产业的发展
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0115/BAC009S0115W0388.wav,大家怀疑熊老的死和此事有关
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0126/BAC009S0126W0227.wav,促进服务贸易便利化
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0029/BAC009S0029W0371.wav,我觉得他一两秒钟就会到那个位置吧
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0518/BAC009S0518W0253.wav,对于芯片制造企业来说
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0659/BAC009S0659W0230.wav,保监会动真格出重拳
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0110/BAC009S0110W0390.wav,二零一五年第十二届女排世界杯在日本短暂休战
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0009/BAC009S0009W0136.wav,其增长可见性和财务安全性显着提升
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0722/BAC009S0722W0472.wav,且多次违反禁止标线指示变道超车
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0067/BAC009S0067W0422.wav,曾自爆高中打工地方的老板主动提包养
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0123/BAC009S0123W0281.wav,相信补贴不会影响到未来的合作
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0137/BAC009S0137W0424.wav,隔天接受媒体访问时
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0220/BAC009S0220W0210.wav,个人和其所在企业每个月都放一部分资金进去
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0037/BAC009S0037W0299.wav,五年内智能电脑将具备人类味觉等五种感觉
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0062/BAC009S0062W0208.wav,但如果要让采购评审机构考虑质疑
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0168/BAC009S0168W0334.wav,都有他们参与发起的种子基金
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0242/BAC009S0242W0464.wav,之后被证实只是炸弹形状的玩具表
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0136/BAC009S0136W0360.wav,其中就包括三位中国选手李金哲高兴龙和王嘉男
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0115/BAC009S0115W0308.wav,对巴交通设施造成了巨大破坏
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0141/BAC009S0141W0199.wav,月底前可能会引起部分消费者抢购现有的节能汽车
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0196/BAC009S0196W0314.wav,其相关技术只内部使用
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0352/BAC009S0352W0317.wav,北京拟在二零一六年出台北京市机动车停车条例
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0340/BAC009S0340W0306.wav,还要帮助这个行业扩大市场消费的角度
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0230/BAC009S0230W0434.wav,蓝某只得选择向警方自首
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0721/BAC009S0721W0370.wav,三三一北航成府路口
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0723/BAC009S0723W0218.wav,历史罕见发改委一口气发出五条城轨批文
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0347/BAC009S0347W0250.wav,保险业总资产争取达到十万亿元
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0716/BAC009S0716W0374.wav,十九米零四刷新个人历史最好成绩获得第五名
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0204/BAC009S0204W0214.wav,影响火电等多行业影响大
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0155/BAC009S0155W0164.wav,公司实现销售面积
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0132/BAC009S0132W0339.wav,但潜力无限的选手并非梁劲生一位
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0013/BAC009S0013W0173.wav,优质住宅类用地价格居高不下
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0202/BAC009S0202W0454.wav,当婆婆在雨棚上挪动时
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0096/BAC009S0096W0192.wav,既充分肯定了近年来我国社会保障体系建设的成就
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0183/BAC009S0183W0285.wav,华为的精品战略已经取得明显成效
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0210/BAC009S0210W0383.wav,大家交流的气氛很浓
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0122/BAC009S0122W0135.wav,中指研究所观点认为
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0204/BAC009S0204W0129.wav,这也宛如给今日土拍打了剂强劲的兴奋剂
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0050/BAC009S0050W0409.wav,大家玩得痛快
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0008/BAC009S0008W0153.wav,率先公布的北京政府报告只字未提
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0080/BAC009S0080W0247.wav,中宣部累计拨款三千万元
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0117/BAC009S0117W0155.wav,其中包括金隅七十八墅一个别墅项目
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0104/BAC009S0104W0259.wav,他说当宏观经济健康
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0705/BAC009S0705W0248.wav,促进城乡各类劳动者平等就业
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0221/BAC009S0221W0429.wav,并用五十公分的大肠做人工膀胱
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0227/BAC009S0227W0321.wav,拨打或接通电话的瞬间
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0070/BAC009S0070W0480.wav,体内毒素已经基本清除完毕
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0038/BAC009S0038W0124.wav,推出特价房等力度颇大的优惠举措
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0224/BAC009S0224W0300.wav,他们的反应就不同于其他人
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0067/BAC009S0067W0429.wav,今年初小蜜桃姐姐再传好消息
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0047/BAC009S0047W0304.wav,占上周获调研公司总数的百分之四十三
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0019/BAC009S0019W0218.wav,对所产生的危险废物分析不清
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0218/BAC009S0218W0344.wav,更多人能够有这种体验
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0229/BAC009S0229W0326.wav,自建独立的充电网络
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0130/BAC009S0130W0397.wav,对手不断的成熟强大而队员则自认为状态还可以
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0199/BAC009S0199W0123.wav,截至二零一四年
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0193/BAC009S0193W0488.wav,储户银行卡境外遭盗刷银行被判担责八成
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0095/BAC009S0095W0264.wav,这回微软似乎找到了融合的关节点
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0199/BAC009S0199W0254.wav,东芝在日本国内的电视业务将继续保持自主开发和销售
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0233/BAC009S0233W0353.wav,希望类似的活动未来能够越来越多
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0035/BAC009S0035W0389.wav,重庆晨报记者见到老人唐礼贤时
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0136/BAC009S0136W0168.wav,中新网九月十八日电
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0224/BAC009S0224W0281.wav,号召更多的车企制造电动车
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0169/BAC009S0169W0309.wav,瞄准天使轮以后相对成型的项目
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0182/BAC009S0182W0405.wav,这可能是今年明星数量最多的超级英雄大片
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0100/BAC009S0100W0195.wav,联合发文模板
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0064/BAC009S0064W0197.wav,该项业务推出应该就在九十月份
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0179/BAC009S0179W0166.wav,不能满足大部分外来置业人口的需求
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0153/BAC009S0153W0494.wav,镇江警方在金山派出所通报了案情经过
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0056/BAC009S0056W0373.wav,常于于坛上猛击令牌
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0656/BAC009S0656W0142.wav,调整目的是为了进一步完善差别化住房信贷政策
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0662/BAC009S0662W0343.wav,而另一位前冠军罗切特获得第四名
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0181/BAC009S0181W0441.wav,警方经工作先后将孙某某男
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0071/BAC009S0071W0483.wav,男孩还不时弄点草吃
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0043/BAC009S0043W0210.wav,中国股市在短短一年内损失了一半的时间
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0205/BAC009S0205W0121.wav,也拒绝提供资金监管账户的详细信息
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0238/BAC009S0238W0203.wav,中国证监会对此迅速作出反应
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0111/BAC009S0111W0313.wav,如今的苹果已失去了颠复精神并沦为了保守派
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0226/BAC009S0226W0492.wav,新文化吉林讯记者李洋他说
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0112/BAC009S0112W0488.wav,杨先生的新房却被邻居装修入住
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0238/BAC009S0238W0474.wav,杜甫在网上忙了一段时间
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0092/BAC009S0092W0213.wav,要讨论是否列入本机构抗菌药物供应目录
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0719/BAC009S0719W0155.wav,张先生属于有底薪的业务员
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0234/BAC009S0234W0292.wav,为培养本国汽车工业的独立自主发展能力
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0076/BAC009S0076W0422.wav,馀祥铨月初在自家附近与一名女子聊天
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0153/BAC009S0153W0134.wav,海景房是一个被频繁炒作的概念
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0359/BAC009S0359W0330.wav,这不代表商派将数据库开放
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0043/BAC009S0043W0231.wav,其主要内容是预测下周上涨的牛股
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0195/BAC009S0195W0331.wav,发动机也不会有任何的响应
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0118/BAC009S0118W0314.wav,国内机器人尚难以匹敌
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0165/BAC009S0165W0150.wav,也就是说要平时就要保持良好的睡眠习惯
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0104/BAC009S0104W0245.wav,根据新股交易监管的实践经验和实证研究
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0192/BAC009S0192W0152.wav,创客长安位于北京西长安街
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0044/BAC009S0044W0399.wav,因此体力是他最危险的武器
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0132/BAC009S0132W0336.wav,将由四川晟天和苹果共同拥有
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0352/BAC009S0352W0207.wav,是否影响中小股东利益
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0221/BAC009S0221W0323.wav,老骗术刷单返利圈你的钱
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0003/BAC009S0003W0239.wav,这里面可能涵盖了很多三公经费
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0354/BAC009S0354W0451.wav,汉阴县城关镇的沈某
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0222/BAC009S0222W0437.wav,并赔偿附带民事诉讼原告人经济损失一点八万元
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0046/BAC009S0046W0484.wav,扶老女大学生申请复核称被动在接收栏签字
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0125/BAC009S0125W0211.wav,上海多地证实单身禁买二套房
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0715/BAC009S0715W0188.wav,禁止断水断电如果拆迁条件谈不拢
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0069/BAC009S0069W0450.wav,但没有参与此次庭审
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0022/BAC009S0022W0314.wav,以全新完全沉浸式的方式分享体验
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0210/BAC009S0210W0164.wav,我们取义生态中国的主题
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0195/BAC009S0195W0211.wav,中医药发展不应只盯住产业数据
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0229/BAC009S0229W0426.wav,我应该放不下
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0080/BAC009S0080W0481.wav,再打杨某电话也不接
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0363/BAC009S0363W0224.wav,改善劳资法律援助长期解决国有企业双轨制问题
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0007/BAC009S0007W0306.wav,当时办案需要根据模拟画像来锁定嫌疑人范围
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0244/BAC009S0244W0326.wav,智能电视市场又将迎来新的抢食者
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0096/BAC009S0096W0173.wav,二线城市房价总体平稳
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0144/BAC009S0144W0336.wav,海信的营收与净利润出现了双线下滑
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0215/BAC009S0215W0318.wav,八月北京第四期小客车指标申请审核结果显示
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0017/BAC009S0017W0461.wav,八五后城管救起四岁落水女童妻子做大餐犒劳
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0519/BAC009S0519W0327.wav,深圳市福田沙尾村的当事人王先生表示
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0196/BAC009S0196W0267.wav,豪威科技还是图像芯片封测公司晶方科技的第三大股东
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0062/BAC009S0062W0467.wav,对此少林寺回应称遭恶意造谣已报案
/home/v2129375/dataset/aishell1/data_aishell/wav/train/S0244/BAC009S0244W0313.wav,处于上游的电池材料产业都在担忧补贴后的副作用
